受注伝票番号,売上日,会員ID,会員登録日,商品コード,商品名称,注文数量,商品売価計,受注ステータス
700767,20241013,M100350,20240922,CT103,被毛ケアローション 190ml,1,1650,11
700768,20250130,M100350,20240922,CT106,耳そうじシート 40枚,1,9800,11
700768,20250130,M100350,20240922,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700768,20250130,M100350,20240922,CT102,肉球バーム 10g,1,6800,11
700769,20231226,M100351,20180115,CT106,耳そうじシート 40枚,1,9800,11
700769,20231226,M100351,20180115,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700770,20260127,M100352,20260112,CH104,オメガ3ソフトカプセル 120粒,2,1960,11
700770,20260127,M100352,20260112,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700771,20260512,M100352,20260112,CT106,耳そうじシート 40枚,2,19600,11
700771,20260512,M100352,20260112,CT102,肉球バーム 10g,3,20400,11
700772,20250524,M100353,20250523,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700773,20250315,M100354,20250315,CT106,耳そうじシート 40枚,1,9800,11
700774,20250506,M100354,20250315,CT106,耳そうじシート 40枚,1,9800,11
700775,20250522,M100354,20250315,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700776,20250801,M100354,20250315,CT106,耳そうじシート 40枚,1,9800,11
700777,20251022,M100354,20250315,CS104,減塩にぼし 500g,1,1280,11
700777,20251022,M100354,20250315,CT106,耳そうじシート 40枚,1,9800,11
700778,20260204,M100354,20250315,CH102,毛玉ケアパウダー 180回分,1,1650,11
700778,20260204,M100354,20250315,CS103,またたびスティック 30本,1,3800,11
700779,20231225,M100355,20200309,CS101,かつおチップス 200g,2,24000,11
700779,20231225,M100355,20200309,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700779,20231225,M100355,20200309,CT106,耳そうじシート 40枚,1,9800,11
700779,20231225,M100355,20200309,CS102,ささみチップス 200g,1,4980,11
700780,20240107,M100356,20220916,CT108,毛玉ケアジェル 60g,1,980,11
700780,20240107,M100356,20220916,CS101,かつおチップス 200g,1,12000,11
700781,20240304,M100356,20220916,CE105,年間メンバーパス,1,4980,11
700781,20240304,M100356,20220916,CS101,かつおチップス 200g,1,12000,11
700782,20240327,M100356,20220916,CS103,またたびスティック 30本,2,7600,11
700783,20240830,M100356,20220916,CT106,耳そうじシート 40枚,1,9800,11
700784,20260408,M100357,20260314,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700784,20260408,M100357,20260314,CS104,減塩にぼし 500g,1,1280,11
700785,20260506,M100357,20260314,CT102,肉球バーム 10g,2,13600,11
700786,20260605,M100357,20260314,CS101,かつおチップス 200g,1,12000,11
700787,20240323,M100358,20240323,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700788,20250719,M100359,20250626,CS101,かつおチップス 200g,1,12000,11
700788,20250719,M100359,20250626,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700788,20250719,M100359,20250626,CE105,年間メンバーパス,1,4980,11
700789,20250914,M100359,20250626,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700790,20251004,M100359,20250626,CH105,鉄分＋葉酸タブレット 90粒,1,1280,11
700790,20251004,M100359,20250626,CS104,減塩にぼし 500g,2,2560,11
700790,20251004,M100359,20250626,CT106,耳そうじシート 40枚,1,9800,11
700791,20250513,M100360,20250422,CT103,被毛ケアローション 190ml,2,3300,11
700792,20250707,M100360,20250422,CT106,耳そうじシート 40枚,1,9800,11
700793,20240728,M100361,20240728,CT102,肉球バーム 10g,1,6800,14
700793,20240728,M100361,20240728,CH104,オメガ3ソフトカプセル 120粒,1,980,14
700794,20250827,M100362,20250827,CE105,年間メンバーパス,1,4980,11
700795,20260206,M100363,20260129,CT106,耳そうじシート 40枚,2,19600,11
700796,20231230,M100364,20210201,CT106,耳そうじシート 40枚,3,29400,11
700797,20240116,M100364,20210201,CT103,被毛ケアローション 190ml,1,1650,11
700797,20240116,M100364,20210201,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700797,20240116,M100364,20210201,CT102,肉球バーム 10g,2,13600,11
700797,20240116,M100364,20210201,CF105,竹のフードスクープ,1,980,11
700798,20260209,M100365,20260202,CH106,腸内フローラ乳酸菌 60粒,1,12000,11
700799,20250616,M100366,20250608,CT106,耳そうじシート 40枚,2,19600,11
700800,20250714,M100366,20250608,CS101,かつおチップス 200g,1,12000,11
700801,20250905,M100366,20250608,CT106,耳そうじシート 40枚,1,9800,11
700802,20251023,M100366,20250608,CT101,肉球バーム 100g,1,1650,11
700803,20250319,M100367,20250307,CH103,関節ケアコラーゲン 250g,2,1960,11
700803,20250319,M100367,20250307,CE102,しつけ教室チケット S,1,6800,11
700804,20240407,M100368,20240403,CT108,毛玉ケアジェル 60g,1,980,11
700805,20240929,M100368,20240403,CT104,もこもこ泡シャンプー 300ml,1,9800,09
700806,20260220,M100369,20260208,CT102,肉球バーム 10g,2,13600,11
700806,20260220,M100369,20260208,CS102,ささみチップス 200g,1,4980,11
700807,20241023,M100370,20241019,CH102,毛玉ケアパウダー 180回分,1,1650,11
700807,20241023,M100370,20241019,CS102,ささみチップス 200g,1,4980,11
700807,20241023,M100370,20241019,CE105,年間メンバーパス,1,4980,11
700808,20241231,M100371,20241214,CT106,耳そうじシート 40枚,1,9800,11
700808,20241231,M100371,20241214,CF105,竹のフードスクープ,1,980,11
700809,20250202,M100371,20241214,CT102,肉球バーム 10g,3,20400,11
700810,20240818,M100372,20240810,CS101,かつおチップス 200g,2,24000,11
700810,20240818,M100372,20240810,CT106,耳そうじシート 40枚,1,9800,11
700811,20241224,M100372,20240810,CT103,被毛ケアローション 190ml,1,1650,11
700811,20241224,M100372,20240810,CT106,耳そうじシート 40枚,2,19600,11
700812,20250608,M100372,20240810,CS101,かつおチップス 200g,2,24000,11
700812,20250608,M100372,20240810,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700813,20250601,M100373,20250523,CT102,肉球バーム 10g,1,6800,11
700814,20250913,M100373,20250523,CF102,総合栄養食 まぐろ 100g,2,1960,11
700814,20250913,M100373,20250523,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700815,20260407,M100373,20250523,CS101,かつおチップス 200g,1,12000,11
700816,20260415,M100373,20250523,CT108,毛玉ケアジェル 60g,1,980,11
700817,20250308,M100374,20250228,CT106,耳そうじシート 40枚,1,9800,11
700818,20250408,M100374,20250228,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700818,20250408,M100374,20250228,CS101,かつおチップス 200g,1,12000,11
700819,20240302,M100375,20240218,CT108,毛玉ケアジェル 60g,1,980,11
700819,20240302,M100375,20240218,CH102,毛玉ケアパウダー 180回分,1,1650,11
700820,20240329,M100375,20240218,CT106,耳そうじシート 40枚,1,9800,11
700820,20240329,M100375,20240218,CF101,総合栄養食 まぐろ 500g,2,24000,11
700821,20240624,M100375,20240218,CT106,耳そうじシート 40枚,1,9800,11
700822,20240730,M100375,20240218,CS101,かつおチップス 200g,3,36000,11
700823,20240819,M100375,20240218,CS104,減塩にぼし 500g,1,1280,11
700823,20240819,M100375,20240218,CT102,肉球バーム 10g,1,6800,11
700823,20240819,M100375,20240218,CT106,耳そうじシート 40枚,1,9800,11
700823,20240819,M100375,20240218,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700824,20250926,M100376,20250908,CT105,ふわもこブラシ,1,2980,11
700825,20260501,M100376,20250908,CH102,毛玉ケアパウダー 180回分,3,4950,11
700826,20260613,M100376,20250908,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700826,20260613,M100376,20250908,CS104,減塩にぼし 500g,1,1280,11
700827,20231226,M100377,20200104,CT105,ふわもこブラシ,1,2980,11
700828,20240118,M100377,20200104,CT106,耳そうじシート 40枚,1,9800,11
700828,20240118,M100377,20200104,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700829,20240221,M100377,20200104,CF102,総合栄養食 まぐろ 100g,1,980,11
700830,20240611,M100377,20200104,CT106,耳そうじシート 40枚,1,9800,11
700831,20240717,M100377,20200104,CT104,もこもこ泡シャンプー 300ml,1,9800,09
700831,20240717,M100377,20200104,CT106,耳そうじシート 40枚,1,9800,09
700832,20250923,M100378,20250831,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700833,20240731,M100379,20240724,CS103,またたびスティック 30本,2,7600,11
700833,20240731,M100379,20240724,CT103,被毛ケアローション 190ml,2,3300,11
700833,20240731,M100379,20240724,CS101,かつおチップス 200g,2,24000,11
700834,20251005,M100380,20250918,CS101,かつおチップス 200g,1,12000,11
700834,20251005,M100380,20250918,CT106,耳そうじシート 40枚,1,9800,11
700835,20250611,M100381,20250525,CE105,年間メンバーパス,1,4980,11
700835,20250611,M100381,20250525,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700836,20250824,M100381,20250525,CS104,減塩にぼし 500g,1,1280,11
700836,20250824,M100381,20250525,CS101,かつおチップス 200g,3,36000,11
700836,20250824,M100381,20250525,CE105,年間メンバーパス,1,4980,11
700837,20251125,M100381,20250525,CF102,総合栄養食 まぐろ 100g,1,980,11
700837,20251125,M100381,20250525,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700837,20251125,M100381,20250525,CS103,またたびスティック 30本,1,3800,11
700838,20260417,M100381,20250525,CT106,耳そうじシート 40枚,1,9800,11
700838,20260417,M100381,20250525,CH106,腸内フローラ乳酸菌 60粒,3,36000,11
700839,20260512,M100381,20250525,CE105,年間メンバーパス,1,4980,11
700839,20260512,M100381,20250525,CS101,かつおチップス 200g,1,12000,11
700840,20240212,M100382,20240212,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700841,20240224,M100382,20240212,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700841,20240224,M100382,20240212,CT106,耳そうじシート 40枚,2,19600,11
700842,20240102,M100383,20230621,CE105,年間メンバーパス,2,9960,14
700842,20240102,M100383,20230621,CE103,グルーミング講座,1,3800,14
700843,20240201,M100383,20230621,CS104,減塩にぼし 500g,1,1280,11
700844,20240604,M100383,20230621,CT108,毛玉ケアジェル 60g,3,2940,11
700845,20250209,M100384,20250131,CS101,かつおチップス 200g,1,12000,11
700845,20250209,M100384,20250131,CS102,ささみチップス 200g,1,4980,11
700846,20251207,M100384,20250131,CE105,年間メンバーパス,1,4980,11
700846,20251207,M100384,20250131,CT106,耳そうじシート 40枚,1,9800,11
700847,20260121,M100384,20250131,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700848,20250213,M100385,20250119,CS103,またたびスティック 30本,1,3800,11
700848,20250213,M100385,20250119,CT102,肉球バーム 10g,1,6800,11
700849,20250409,M100385,20250119,CE101,しつけ教室チケット A,2,5960,11
700850,20250417,M100385,20250119,CT106,耳そうじシート 40枚,1,9800,11
700850,20250417,M100385,20250119,CS104,減塩にぼし 500g,1,1280,11
700850,20250417,M100385,20250119,CS101,かつおチップス 200g,2,24000,11
700851,20250429,M100385,20250119,CT103,被毛ケアローション 190ml,3,4950,11
700851,20250429,M100385,20250119,CS101,かつおチップス 200g,1,12000,11
700852,20260413,M100386,20260413,CT106,耳そうじシート 40枚,1,9800,11
700852,20260413,M100386,20260413,CE102,しつけ教室チケット S,1,6800,11
700853,20250117,M100387,20241223,CE105,年間メンバーパス,2,9960,11
700854,20250722,M100387,20241223,CT106,耳そうじシート 40枚,3,29400,11
700855,20240118,M100388,20231230,CS102,ささみチップス 200g,1,4980,11
700856,20251020,M100389,20251005,CH103,関節ケアコラーゲン 250g,1,980,11
700856,20251020,M100389,20251005,CT106,耳そうじシート 40枚,2,19600,11
700856,20251020,M100389,20251005,CS104,減塩にぼし 500g,1,1280,11
700856,20251020,M100389,20251005,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700857,20251220,M100389,20251005,CF102,総合栄養食 まぐろ 100g,1,980,11
700857,20251220,M100389,20251005,CS101,かつおチップス 200g,1,12000,11
700857,20251220,M100389,20251005,CT106,耳そうじシート 40枚,1,9800,11
700858,20240529,M100390,20240517,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700858,20240529,M100390,20240517,CF102,総合栄養食 まぐろ 100g,1,980,11
700859,20251106,M100391,20251102,CS101,かつおチップス 200g,1,12000,11
700860,20251126,M100391,20251102,CS104,減塩にぼし 500g,1,1280,11
700860,20251126,M100391,20251102,CT108,毛玉ケアジェル 60g,2,1960,11
700860,20251126,M100391,20251102,CT106,耳そうじシート 40枚,1,9800,11
700860,20251126,M100391,20251102,CT107,デンタルジェル 50ml,1,1650,11
700861,20241219,M100392,20241203,CE105,年間メンバーパス,1,4980,14
700862,20250111,M100392,20241203,CS104,減塩にぼし 500g,1,1280,11
700862,20250111,M100392,20241203,CT106,耳そうじシート 40枚,1,9800,11
700863,20251219,M100393,20251127,CE105,年間メンバーパス,1,4980,11
700864,20260218,M100393,20251127,CH102,毛玉ケアパウダー 180回分,1,1650,11
700865,20251226,M100394,20251207,CE105,年間メンバーパス,1,4980,11
700865,20251226,M100394,20251207,CS101,かつおチップス 200g,1,12000,11
700865,20251226,M100394,20251207,CT103,被毛ケアローション 190ml,2,3300,11
700866,20260126,M100394,20251207,CH102,毛玉ケアパウダー 180回分,1,1650,11
700866,20260126,M100394,20251207,CE103,グルーミング講座,1,3800,11
700867,20260218,M100394,20251207,CH102,毛玉ケアパウダー 180回分,1,1650,11
700868,20260417,M100394,20251207,CS104,減塩にぼし 500g,1,1280,11
700868,20260417,M100394,20251207,CT106,耳そうじシート 40枚,1,9800,11
700868,20260417,M100394,20251207,CE105,年間メンバーパス,1,4980,11
700869,20240329,M100395,20240325,CT108,毛玉ケアジェル 60g,1,980,11
700870,20240718,M100395,20240325,CS104,減塩にぼし 500g,1,1280,11
700870,20240718,M100395,20240325,CT106,耳そうじシート 40枚,2,19600,11
700871,20240905,M100396,20240901,CF104,給水器フィルター,1,1280,11
700872,20241213,M100396,20240901,CT106,耳そうじシート 40枚,1,9800,11
700873,20240323,M100397,20240306,CT106,耳そうじシート 40枚,3,29400,11
700873,20240323,M100397,20240306,CF102,総合栄養食 まぐろ 100g,1,980,11
700874,20251024,M100398,20251007,CS104,減塩にぼし 500g,1,1280,14
700875,20231226,M100399,20170314,CT102,肉球バーム 10g,1,6800,11
700875,20231226,M100399,20170314,CT106,耳そうじシート 40枚,1,9800,11
700875,20231226,M100399,20170314,CT103,被毛ケアローション 190ml,1,1650,11
700876,20240118,M100399,20170314,CS101,かつおチップス 200g,2,24000,11
700876,20240118,M100399,20170314,CE105,年間メンバーパス,1,4980,11
700876,20240118,M100399,20170314,CT106,耳そうじシート 40枚,1,9800,11
700877,20240130,M100399,20170314,CS101,かつおチップス 200g,1,12000,11
700878,20240604,M100399,20170314,CH102,毛玉ケアパウダー 180回分,1,1650,11
700878,20240604,M100399,20170314,CS104,減塩にぼし 500g,1,1280,11
700879,20240922,M100399,20170314,CS101,かつおチップス 200g,1,12000,11
700880,20241225,M100399,20170314,CS101,かつおチップス 200g,1,12000,11
700881,20240918,M100400,20240903,CF102,総合栄養食 まぐろ 100g,1,980,11
700882,20240715,M100401,20240713,CS103,またたびスティック 30本,2,7600,11
700882,20240715,M100401,20240713,CT106,耳そうじシート 40枚,1,9800,11
700883,20240110,M100402,20210913,CE105,年間メンバーパス,3,14940,11
700883,20240110,M100402,20210913,CS103,またたびスティック 30本,1,3800,11
700884,20240404,M100402,20210913,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700884,20240404,M100402,20210913,CS104,減塩にぼし 500g,1,1280,11
700884,20240404,M100402,20210913,CT108,毛玉ケアジェル 60g,1,980,11
700885,20240510,M100402,20210913,CT103,被毛ケアローション 190ml,1,1650,11
700885,20240510,M100402,20210913,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700885,20240510,M100402,20210913,CE102,しつけ教室チケット S,1,6800,11
700885,20240510,M100402,20210913,CS101,かつおチップス 200g,1,12000,11
700886,20240513,M100403,20240425,CT102,肉球バーム 10g,3,20400,11
700887,20240525,M100404,20240509,CS101,かつおチップス 200g,1,12000,14
700887,20240525,M100404,20240509,CE105,年間メンバーパス,2,9960,14
700888,20240107,M100405,20170501,CT103,被毛ケアローション 190ml,1,1650,11
700889,20260522,M100406,20260520,CE104,オンライン相談パス,1,2200,11
700890,20250120,M100407,20241226,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700890,20250120,M100407,20241226,CT106,耳そうじシート 40枚,1,9800,11
700891,20250408,M100408,20250408,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700891,20250408,M100408,20250408,CS104,減塩にぼし 500g,1,1280,11
700892,20240110,M100409,20240106,CE105,年間メンバーパス,2,9960,11
700893,20240209,M100409,20240106,CS104,減塩にぼし 500g,2,2560,11
700893,20240209,M100409,20240106,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700894,20240424,M100409,20240106,CT106,耳そうじシート 40枚,1,9800,11
700895,20240724,M100409,20240106,CT106,耳そうじシート 40枚,2,19600,11
700895,20240724,M100409,20240106,CS104,減塩にぼし 500g,1,1280,11
700896,20241004,M100409,20240106,CS101,かつおチップス 200g,1,12000,11
700897,20250128,M100410,20250119,CT106,耳そうじシート 40枚,1,9800,11
700897,20250128,M100410,20250119,CT102,肉球バーム 10g,1,6800,11
700898,20250831,M100410,20250119,CT106,耳そうじシート 40枚,1,9800,11
700899,20260129,M100410,20250119,CH106,腸内フローラ乳酸菌 60粒,1,12000,11
700899,20260129,M100410,20250119,CT103,被毛ケアローション 190ml,1,1650,11
700900,20260208,M100410,20250119,CH103,関節ケアコラーゲン 250g,3,2940,11
700901,20260516,M100410,20250119,CS101,かつおチップス 200g,1,12000,11
700902,20260603,M100410,20250119,CT106,耳そうじシート 40枚,1,9800,11
700902,20260603,M100410,20250119,CF101,総合栄養食 まぐろ 500g,1,12000,11
700903,20240112,M100411,20180320,CT103,被毛ケアローション 190ml,1,1650,11
700903,20240112,M100411,20180320,CT102,肉球バーム 10g,3,20400,11
700904,20240502,M100411,20180320,CF102,総合栄養食 まぐろ 100g,1,980,11
700904,20240502,M100411,20180320,CS105,ミルク仕立ておやつ 300g,3,2940,11
700905,20240731,M100411,20180320,CT106,耳そうじシート 40枚,1,9800,11
700906,20241006,M100411,20180320,CT102,肉球バーム 10g,2,13600,11
700907,20241028,M100411,20180320,CT102,肉球バーム 10g,1,6800,11
700907,20241028,M100411,20180320,CT108,毛玉ケアジェル 60g,1,980,11
700908,20250112,M100412,20250109,CT103,被毛ケアローション 190ml,2,3300,09
700909,20240605,M100413,20240516,CS104,減塩にぼし 500g,1,1280,11
700910,20240720,M100413,20240516,CS104,減塩にぼし 500g,1,1280,11
700911,20250409,M100414,20250316,CS104,減塩にぼし 500g,1,1280,11
700911,20250409,M100414,20250316,CT105,ふわもこブラシ,1,2980,11
700912,20260104,M100415,20260101,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700913,20260130,M100415,20260101,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700913,20260130,M100415,20260101,CT103,被毛ケアローション 190ml,2,3300,11
700914,20240811,M100416,20240717,CT102,肉球バーム 10g,1,6800,11
700915,20250718,M100416,20240717,CT104,もこもこ泡シャンプー 300ml,3,29400,14
700916,20251201,M100417,20251126,CT106,耳そうじシート 40枚,1,9800,11
700917,20240108,M100418,20200403,CF102,総合栄養食 まぐろ 100g,1,980,11
700917,20240108,M100418,20200403,CT108,毛玉ケアジェル 60g,2,1960,11
700917,20240108,M100418,20200403,CE105,年間メンバーパス,1,4980,11
700918,20240723,M100418,20200403,CE105,年間メンバーパス,1,4980,11
700918,20240723,M100418,20200403,CF101,総合栄養食 まぐろ 500g,2,24000,11
700919,20240813,M100418,20200403,CE102,しつけ教室チケット S,1,6800,11
700919,20240813,M100418,20200403,CS101,かつおチップス 200g,1,12000,11
700919,20240813,M100418,20200403,CT102,肉球バーム 10g,1,6800,11
700919,20240813,M100418,20200403,CT106,耳そうじシート 40枚,1,9800,11
700920,20240905,M100418,20200403,CT106,耳そうじシート 40枚,2,19600,11
700920,20240905,M100418,20200403,CH102,毛玉ケアパウダー 180回分,1,1650,11
700921,20251209,M100419,20251209,CT104,もこもこ泡シャンプー 300ml,1,9800,09
700922,20241106,M100420,20241019,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700922,20241106,M100420,20241019,CS101,かつおチップス 200g,1,12000,11
700923,20241207,M100421,20241127,CT106,耳そうじシート 40枚,1,9800,11
700924,20241220,M100421,20241127,CE102,しつけ教室チケット S,1,6800,11
700924,20241220,M100421,20241127,CE105,年間メンバーパス,1,4980,11
700925,20250308,M100421,20241127,CS101,かつおチップス 200g,1,12000,11
700926,20260114,M100422,20260114,CS101,かつおチップス 200g,2,24000,11
700926,20260114,M100422,20260114,CH103,関節ケアコラーゲン 250g,1,980,11
700926,20260114,M100422,20260114,CF102,総合栄養食 まぐろ 100g,1,980,11
700927,20240106,M100423,20230613,CS101,かつおチップス 200g,1,12000,11
700928,20240601,M100424,20240530,CT108,毛玉ケアジェル 60g,2,1960,11
700928,20240601,M100424,20240530,CS101,かつおチップス 200g,1,12000,11
700928,20240601,M100424,20240530,CE102,しつけ教室チケット S,1,6800,11
700929,20240707,M100424,20240530,CS101,かつおチップス 200g,1,12000,11
700929,20240707,M100424,20240530,CF101,総合栄養食 まぐろ 500g,1,12000,11
700930,20240817,M100425,20240817,CE105,年間メンバーパス,1,4980,11
700931,20240421,M100426,20240410,CT106,耳そうじシート 40枚,1,9800,09
700932,20251223,M100427,20251208,CT106,耳そうじシート 40枚,3,29400,11
700932,20251223,M100427,20251208,CE102,しつけ教室チケット S,1,6800,11
700932,20251223,M100427,20251208,CF102,総合栄養食 まぐろ 100g,2,1960,11
700933,20260226,M100427,20251208,CT106,耳そうじシート 40枚,1,9800,11
700933,20260226,M100427,20251208,CS104,減塩にぼし 500g,1,1280,11
700933,20260226,M100427,20251208,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700934,20260303,M100428,20260226,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700935,20231221,M100429,20190109,CT108,毛玉ケアジェル 60g,2,1960,11
700935,20231221,M100429,20190109,CS104,減塩にぼし 500g,3,3840,11
700935,20231221,M100429,20190109,CT103,被毛ケアローション 190ml,1,1650,11
700936,20240707,M100430,20240628,CS101,かつおチップス 200g,1,12000,11
700937,20240617,M100431,20240608,CS104,減塩にぼし 500g,1,1280,11
700938,20240802,M100431,20240608,CT102,肉球バーム 10g,1,6800,11
700938,20240802,M100431,20240608,CS104,減塩にぼし 500g,1,1280,11
700938,20240802,M100431,20240608,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700939,20250416,M100432,20250329,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700940,20250509,M100432,20250329,CT103,被毛ケアローション 190ml,2,3300,11
700940,20250509,M100432,20250329,CE105,年間メンバーパス,3,14940,11
700941,20240412,M100433,20240406,CS104,減塩にぼし 500g,1,1280,11
700942,20240419,M100433,20240406,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700943,20250426,M100434,20250414,CE103,グルーミング講座,2,7600,11
700943,20250426,M100434,20250414,CT106,耳そうじシート 40枚,1,9800,11
700944,20250520,M100434,20250414,CT106,耳そうじシート 40枚,1,9800,11
700944,20250520,M100434,20250414,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700945,20250316,M100435,20250223,CS102,ささみチップス 200g,1,4980,11
700946,20241020,M100436,20241012,CT106,耳そうじシート 40枚,1,9800,11
700946,20241020,M100436,20241012,CS101,かつおチップス 200g,1,12000,11
700946,20241020,M100436,20241012,CS104,減塩にぼし 500g,1,1280,11
700947,20250708,M100437,20250621,CT106,耳そうじシート 40枚,1,9800,11
700948,20240918,M100438,20240904,CS104,減塩にぼし 500g,1,1280,11
700949,20251218,M100439,20251216,CT107,デンタルジェル 50ml,1,1650,11
700950,20260301,M100439,20251216,CS101,かつおチップス 200g,1,12000,11
700950,20260301,M100439,20251216,CE105,年間メンバーパス,1,4980,11
700951,20241004,M100440,20240925,CH103,関節ケアコラーゲン 250g,1,980,11
700951,20241004,M100440,20240925,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700952,20241125,M100440,20240925,CH102,毛玉ケアパウダー 180回分,3,4950,11
700952,20241125,M100440,20240925,CF104,給水器フィルター,1,1280,11
700953,20251020,M100441,20251010,CE105,年間メンバーパス,1,4980,09
700953,20251020,M100441,20251010,CS103,またたびスティック 30本,1,3800,09
700954,20260115,M100442,20251231,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700954,20260115,M100442,20251231,CT103,被毛ケアローション 190ml,1,1650,11
700954,20260115,M100442,20251231,CS103,またたびスティック 30本,1,3800,11
700955,20260131,M100442,20251231,CE103,グルーミング講座,1,3800,11
700955,20260131,M100442,20251231,CS101,かつおチップス 200g,1,12000,11
700956,20250402,M100443,20250312,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700956,20250402,M100443,20250312,CT108,毛玉ケアジェル 60g,1,980,11
700957,20250524,M100443,20250312,CT102,肉球バーム 10g,1,6800,11
700957,20250524,M100443,20250312,CE105,年間メンバーパス,1,4980,11
700958,20250616,M100443,20250312,CS104,減塩にぼし 500g,2,2560,11
700959,20240504,M100444,20240419,CT106,耳そうじシート 40枚,1,9800,11
700959,20240504,M100444,20240419,CT103,被毛ケアローション 190ml,1,1650,11
700960,20240605,M100444,20240419,CE105,年間メンバーパス,2,9960,11
700960,20240605,M100444,20240419,CT104,もこもこ泡シャンプー 300ml,2,19600,11
700961,20250130,M100445,20250126,CS101,かつおチップス 200g,1,12000,11
700961,20250130,M100445,20250126,CT108,毛玉ケアジェル 60g,2,1960,11
700962,20250321,M100445,20250126,CE105,年間メンバーパス,1,4980,11
700963,20250505,M100445,20250126,CS101,かつおチップス 200g,1,12000,11
700963,20250505,M100445,20250126,CT106,耳そうじシート 40枚,1,9800,11
700964,20250620,M100445,20250126,CE105,年間メンバーパス,1,4980,11
700965,20260427,M100446,20260408,CT104,もこもこ泡シャンプー 300ml,1,9800,14
700965,20260427,M100446,20260408,CH102,毛玉ケアパウダー 180回分,1,1650,14
700966,20240308,M100447,20240214,CT106,耳そうじシート 40枚,1,9800,11
700966,20240308,M100447,20240214,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700967,20240423,M100448,20240401,CE103,グルーミング講座,1,3800,11
700967,20240423,M100448,20240401,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700968,20240707,M100448,20240401,CT102,肉球バーム 10g,1,6800,11
700969,20250112,M100448,20240401,CT108,毛玉ケアジェル 60g,2,1960,11
700970,20240607,M100449,20240531,CS101,かつおチップス 200g,1,12000,11
700971,20260323,M100450,20260313,CE105,年間メンバーパス,1,4980,11
700971,20260323,M100450,20260313,CS104,減塩にぼし 500g,1,1280,11
700972,20260418,M100450,20260313,CT102,肉球バーム 10g,1,6800,11
700973,20260507,M100450,20260313,CT106,耳そうじシート 40枚,2,19600,11
700974,20231226,M100451,20160415,CH105,鉄分＋葉酸タブレット 90粒,1,1280,11
700974,20231226,M100451,20160415,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700975,20240305,M100451,20160415,CT106,耳そうじシート 40枚,1,9800,11
700975,20240305,M100451,20160415,CS101,かつおチップス 200g,1,12000,11
700975,20240305,M100451,20160415,CT102,肉球バーム 10g,1,6800,11
700976,20240513,M100451,20160415,CT106,耳そうじシート 40枚,1,9800,11
700977,20240829,M100451,20160415,CT108,毛玉ケアジェル 60g,1,980,11
700978,20240506,M100452,20240422,CS104,減塩にぼし 500g,1,1280,11
700979,20231230,M100453,20160719,CE105,年間メンバーパス,1,4980,11
700979,20231230,M100453,20160719,CS101,かつおチップス 200g,1,12000,11
700979,20231230,M100453,20160719,CT104,もこもこ泡シャンプー 300ml,1,9800,11
700980,20250828,M100454,20250815,CT106,耳そうじシート 40枚,1,9800,11
700980,20250828,M100454,20250815,CT104,もこもこ泡シャンプー 300ml,1,9800,11
